time,Bx,By,Bz,Btotal
2024-04-26 12:46:08.2080,-15.910,21.380,-13.740,29.980
2024-04-26 12:46:08.3070,-16.150,21.370,-13.280,29.890
2024-04-26 12:46:08.4070,-16.090,21.640,-13.020,29.950
2024-04-26 12:46:08.5060,-15.970,21.310,-13.830,30.010
2024-04-26 12:46:08.6060,-16.100,20.800,-13.610,29.610
2024-04-26 12:46:08.7050,-16.040,21.070,-13.590,29.770
2024-04-26 12:46:08.8040,-15.820,20.950,-13.380,29.460
2024-04-26 12:46:08.9040,-15.890,21.010,-12.970,29.360
2024-04-26 12:46:09.0040,-15.950,20.930,-13.510,29.580
2024-04-26 12:46:09.1040,-16.150,20.960,-13.380,29.650
2024-04-26 12:46:09.2030,-15.980,20.870,-13.180,29.400
2024-04-26 12:46:09.3030,-15.900,21.050,-13.290,29.540
2024-04-26 12:46:09.4020,-15.930,21.070,-13.390,29.610
2024-04-26 12:46:09.5020,-15.980,21.240,-13.410,29.770
2024-04-26 12:46:09.6020,-15.620,20.910,-13.600,29.430
2024-04-26 12:46:09.7010,-15.970,20.920,-13.150,29.420
2024-04-26 12:46:09.8020,-15.980,20.990,-13.460,29.610
2024-04-26 12:46:09.9000,-15.650,20.510,-13.170,28.970
2024-04-26 12:46:09.9990,-15.640,20.740,-13.760,29.390
2024-04-26 12:46:10.0980,-15.950,20.780,-13.090,29.280
2024-04-26 12:46:10.1980,-16.120,20.400,-13.320,29.210
2024-04-26 12:46:10.2980,-15.960,20.900,-13.270,29.460
2024-04-26 12:46:10.3970,-16.090,20.880,-13.320,29.530
2024-04-26 12:46:10.4970,-15.760,21.320,-13.060,29.560
2024-04-26 12:46:10.5960,-15.860,21.140,-12.960,29.430
2024-04-26 12:46:10.6960,-15.640,21.160,-13.390,29.520
2024-04-26 12:46:10.7940,-15.760,20.960,-13.340,29.420
2024-04-26 12:46:10.8940,-15.760,21.340,-13.250,29.660
2024-04-26 12:46:10.9950,-15.780,20.970,-13.060,29.320
2024-04-26 12:46:11.0980,-15.710,21.210,-13.090,29.460
2024-04-26 12:46:11.1940,-15.920,20.950,-13.360,29.510
2024-04-26 12:46:11.2930,-16.110,20.980,-13.220,29.570
2024-04-26 12:46:11.3930,-16.060,20.810,-13.590,29.590
2024-04-26 12:46:11.4920,-16.050,20.780,-13.260,29.420
2024-04-26 12:46:11.5920,-15.590,20.990,-13.180,29.280
2024-04-26 12:46:11.6910,-15.870,20.950,-13.540,29.560
2024-04-26 12:46:11.7910,-15.750,20.980,-13.400,29.460
2024-04-26 12:46:11.8930,-15.780,20.820,-13.520,29.420
2024-04-26 12:46:11.9880,-15.850,20.920,-13.420,29.480
2024-04-26 12:46:12.0890,-15.790,21.090,-13.330,29.530
2024-04-26 12:46:12.1890,-15.740,20.750,-13.400,29.290
2024-04-26 12:46:12.2880,-15.650,20.900,-13.400,29.350
2024-04-26 12:46:12.3870,-15.650,20.910,-13.260,29.290
2024-04-26 12:46:12.4870,-15.580,20.900,-13.330,29.280
2024-04-26 12:46:12.5860,-15.920,21.030,-13.680,29.720
2024-04-26 12:46:12.6860,-15.350,20.970,-13.130,29.110
2024-04-26 12:46:12.7850,-15.630,20.460,-13.240,28.950
2024-04-26 12:46:12.8850,-15.940,20.850,-12.950,29.270
2024-04-26 12:46:12.9910,-15.950,20.650,-13.570,29.410
2024-04-26 12:46:13.1760,-15.620,20.700,-13.190,29.090
2024-04-26 12:46:13.4360,-15.860,20.940,-13.230,29.410
2024-04-26 12:46:13.5140,-15.680,20.720,-13.390,29.230
2024-04-26 12:46:13.5460,-15.790,20.590,-13.030,29.030
2024-04-26 12:46:13.5790,-15.810,20.840,-13.190,29.300
2024-04-26 12:46:13.6210,-15.640,20.840,-13.340,29.280
2024-04-26 12:46:13.6810,-15.560,20.580,-12.950,28.870
2024-04-26 12:59:10.3860,-15.560,20.600,-13.380,29.080
2024-04-26 12:59:10.3910,-15.590,20.490,-13.520,29.090
2024-04-26 12:59:10.3960,-15.770,20.610,-13.410,29.210
2024-04-26 12:59:10.4090,-15.840,20.700,-13.140,29.190
2024-04-26 12:59:10.4220,-15.410,20.470,-13.160,28.800
2024-04-26 12:59:10.4290,-15.570,20.620,-13.520,29.160
2024-04-26 12:59:10.4360,-15.790,20.790,-12.890,29.110
2024-04-26 12:59:10.4410,-15.670,20.690,-13.110,29.080
2024-04-26 12:59:10.4470,-15.900,20.490,-13.150,29.080
2024-04-26 12:59:10.4520,-15.700,20.760,-12.930,29.060
2024-04-26 12:59:10.4660,-15.670,20.780,-13.250,29.200
2024-04-26 12:59:10.4710,-15.810,20.580,-13.280,29.150
2024-04-26 12:59:10.4760,-15.680,20.480,-13.160,28.960
2024-04-26 12:59:10.4990,-15.630,20.480,-13.400,29.030
2024-04-26 12:59:10.5040,-15.510,20.720,-13.430,29.160
2024-04-26 12:59:10.5100,-15.720,20.870,-13.330,29.330
2024-04-26 12:59:10.5150,-15.640,20.550,-13.210,29.010
2024-04-26 12:59:10.5220,-15.580,20.800,-13.320,29.200
2024-04-26 12:59:10.5330,-15.470,20.560,-13.190,28.920
2024-04-26 12:59:10.5370,-15.690,20.460,-13.650,29.180
2024-04-26 12:59:10.5410,-15.460,21.170,-13.510,29.490
2024-04-26 12:59:10.5510,-15.710,20.800,-13.260,29.240
2024-04-26 12:59:10.5550,-15.600,20.710,-13.300,29.140
2024-04-26 12:59:10.5660,-15.880,20.520,-13.610,29.300
2024-04-26 12:59:10.5700,-16.030,20.600,-13.080,29.190
2024-04-26 12:59:10.5740,-16.350,20.490,-13.370,29.420
2024-04-26 12:59:10.5840,-15.860,20.440,-13.200,29.040
2024-04-26 12:59:10.5880,-15.850,20.550,-13.030,29.040
2024-04-26 12:59:10.5920,-15.670,20.950,-13.300,29.350
2024-04-26 12:59:10.5980,-15.740,20.640,-13.320,29.180
2024-04-26 12:59:10.6030,-15.870,20.880,-13.280,29.390
2024-04-26 12:59:10.6170,-15.370,20.740,-13.340,29.060
2024-04-26 12:59:10.6280,-15.210,20.870,-13.020,28.930
2024-04-26 12:59:10.6330,-15.370,21.170,-13.090,29.250
2024-04-26 12:59:10.6500,-15.440,20.910,-13.280,29.190
2024-04-26 12:59:10.6550,-15.470,21.000,-13.050,29.170
2024-04-26 12:59:10.6590,-15.120,21.330,-12.800,29.110
2024-04-26 12:59:10.6680,-15.660,21.260,-12.740,29.320
2024-04-26 12:59:10.6720,-15.260,20.970,-12.780,28.910
2024-04-26 12:59:10.6850,-15.490,21.210,-13.070,29.340
2024-04-26 12:59:10.6900,-15.340,20.860,-13.350,29.130
2024-04-26 12:59:10.6950,-15.480,20.830,-12.690,28.890
2024-04-26 12:59:10.7000,-15.340,21.280,-12.890,29.230
2024-04-26 12:59:10.7040,-15.510,21.180,-13.100,29.340
2024-04-26 12:59:10.7170,-15.240,21.200,-12.560,28.980
2024-04-26 12:59:10.7210,-15.410,21.300,-12.810,29.240
2024-04-26 12:59:10.7260,-15.100,21.020,-12.580,28.770
2024-04-26 12:59:10.7310,-15.490,21.180,-12.870,29.220
2024-04-26 12:59:10.7360,-15.490,20.880,-12.380,28.790
2024-04-26 12:59:10.7510,-15.380,21.020,-13.270,29.230
2024-04-26 12:59:10.7550,-15.350,20.970,-13.140,29.120
2024-04-26 12:59:10.7600,-15.680,20.910,-13.350,29.350
2024-04-26 12:59:10.7650,-15.560,21.150,-12.770,29.200
2024-04-26 12:59:10.7700,-15.310,21.040,-12.810,29.000
2024-04-26 12:59:10.7880,-15.640,20.830,-12.690,28.970
2024-04-26 12:59:10.7920,-15.330,21.120,-12.510,28.940
2024-04-26 12:59:10.7980,-15.370,21.320,-12.800,29.230
2024-04-26 12:59:10.8020,-15.180,21.090,-12.400,28.790
2024-04-26 12:59:10.8150,-15.310,21.010,-12.910,29.020
2024-04-26 12:59:10.8190,-15.380,20.850,-13.140,29.050
2024-04-26 12:59:10.8230,-15.350,21.310,-13.250,29.410
2024-04-26 12:59:10.8350,-15.280,21.310,-13.360,29.430
2024-04-26 12:59:10.8390,-15.640,21.090,-13.160,29.370
2024-04-26 12:59:10.8430,-15.320,21.230,-12.630,29.070
2024-04-26 12:59:10.8480,-14.910,21.150,-12.910,28.910
2024-04-26 12:59:10.8560,-15.730,21.040,-13.750,29.650
2024-04-26 12:59:10.8680,-15.820,20.820,-13.980,29.650
2024-04-26 12:59:10.8720,-15.520,20.940,-14.120,29.650
2024-04-26 12:59:10.8770,-15.770,20.710,-13.900,29.510
2024-04-26 12:59:10.8810,-15.930,20.840,-13.830,29.650
2024-04-26 12:59:10.8860,-16.030,20.960,-13.430,29.610
2024-04-26 12:59:10.9010,-15.560,20.840,-13.640,29.370
2024-04-26 12:59:10.9060,-15.920,21.270,-13.690,29.890
2024-04-26 12:59:10.9110,-15.620,21.310,-13.270,29.570
2024-04-26 12:59:10.9150,-15.560,21.120,-13.570,29.540
2024-04-26 12:59:10.9200,-15.370,20.900,-13.580,29.290
2024-04-26 12:59:10.9340,-15.620,21.110,-14.150,29.830
2024-04-26 12:59:10.9380,-15.680,21.070,-13.980,29.750
2024-04-26 12:59:10.9420,-15.350,21.280,-14.120,29.800
2024-04-26 12:59:10.9470,-15.570,21.220,-13.980,29.800
2024-04-26 12:59:10.9510,-15.570,20.940,-13.630,29.440
2024-04-26 12:59:10.9670,-15.650,20.950,-13.820,29.580
2024-04-26 12:59:10.9710,-15.820,21.240,-14.040,29.980
2024-04-26 12:59:10.9780,-15.720,21.350,-13.790,29.880
2024-04-26 12:59:10.9820,-16.000,21.120,-13.910,29.930
2024-04-26 12:59:10.9880,-15.610,20.740,-13.920,29.450
2024-04-26 12:59:11.0020,-15.560,20.920,-13.560,29.390
2024-04-26 12:59:11.0240,-15.970,21.190,-13.290,29.670
2024-04-26 12:59:11.1230,-15.850,21.090,-13.840,29.790
2024-04-26 12:59:11.2450,-16.090,20.810,-13.860,29.730
2024-04-26 12:59:11.3320,-15.740,20.900,-14.020,29.680
2024-04-26 12:59:11.4400,-15.640,20.900,-14.190,29.720
2024-04-26 12:59:11.5410,-15.820,20.830,-14.370,29.850
2024-04-26 12:59:11.6430,-15.930,21.030,-14.090,29.910
2024-04-26 12:59:11.7220,-15.680,21.280,-13.740,29.790
