time,Bx,By,Bz,BT
34.428032,-0.30,31.23,-16.31,35.23
34.439307,0.02,31.29,-16.23,35.24
34.447621,-0.26,31.42,-15.90,35.22
34.457826,-0.18,31.23,-15.78,34.99
34.467865,0.13,31.26,-15.64,34.96
34.477514,0.00,31.41,-15.76,35.14
34.494094,0.10,31.28,-15.76,35.02
34.498822,0.21,31.32,-15.59,34.98
34.508616,0.03,31.06,-15.62,34.77
34.517778,-0.19,31.01,-15.74,34.77
34.528117,0.21,30.86,-15.77,34.65
34.536667,0.09,30.93,-15.99,34.81
34.547758,0.09,30.88,-16.26,34.90
34.558339,0.17,30.65,-16.08,34.61
34.567893,-0.03,30.84,-15.85,34.67
34.577261,0.01,30.74,-16.08,34.69
34.589621,0.37,30.84,-16.24,34.86
34.598012,0.37,30.84,-16.43,34.94
34.607323,0.17,30.98,-16.63,35.16
34.616789,0.19,31.22,-16.55,35.34
34.630742,0.25,31.15,-16.49,35.25
34.648790,0.04,31.24,-16.79,35.46
34.649940,-0.02,31.29,-16.63,35.44
34.657309,-0.40,31.09,-16.36,35.13
34.668035,-0.52,31.11,-16.07,35.02
34.677627,-0.70,31.13,-16.06,35.04
34.688603,-0.68,31.02,-16.13,34.97
34.697840,-0.55,30.95,-16.11,34.90
34.707336,-0.59,30.86,-16.15,34.83
34.717070,-0.59,30.68,-16.01,34.61
34.729898,-0.35,30.63,-16.28,34.69
34.748697,-0.13,30.92,-16.43,35.01
34.750400,-0.11,30.72,-16.51,34.87
34.758258,0.29,30.58,-16.64,34.81
34.767343,0.55,30.78,-16.66,35.00
34.777507,0.45,30.71,-16.52,34.87
34.789765,0.57,30.91,-16.51,35.04
34.797409,0.63,31.05,-16.64,35.23
34.807858,0.67,30.87,-16.51,35.01
34.817461,0.67,30.84,-16.27,34.87
34.827479,0.41,30.99,-16.20,34.97
34.847459,0.21,31.16,-16.07,35.06
34.850190,0.05,31.01,-16.09,34.94
34.866747,0.01,30.83,-16.32,34.88
34.868183,-0.11,30.81,-16.34,34.87
34.877228,-0.05,30.83,-16.12,34.79
34.888784,-0.17,31.09,-16.21,35.06
34.897891,-0.18,31.25,-16.40,35.29
34.907581,0.04,31.32,-16.48,35.39
34.917803,0.12,31.29,-16.59,35.42
34.928203,0.08,31.35,-16.48,35.42
34.939687,0.20,31.59,-16.40,35.60
34.947809,0.30,31.59,-16.40,35.59
34.959599,0.34,31.51,-16.56,35.60
34.967305,0.45,31.33,-16.59,35.45
34.979676,0.49,31.07,-16.59,35.22
34.999206,0.37,30.96,-16.55,35.11
35.000876,0.29,30.90,-16.37,34.97
35.011235,0.29,30.80,-16.37,34.89
35.017383,0.21,30.70,-16.22,34.72
35.026838,-0.09,30.71,-16.08,34.66
35.039514,-0.56,31.01,-16.03,34.91
35.047856,-0.80,31.05,-15.94,34.91
35.063022,-0.90,31.05,-15.84,34.87
35.067969,-0.94,31.13,-15.69,34.87
35.077455,-0.96,31.20,-15.67,34.93
35.097239,-0.98,31.18,-15.79,34.96
35.099165,-1.04,31.26,-15.77,35.02
35.116927,-0.92,31.15,-15.69,34.89
35.119137,-0.61,30.81,-15.66,34.57
35.127165,-0.57,30.78,-15.72,34.56
35.138471,-0.49,30.76,-15.74,34.55
35.147816,-0.55,30.59,-15.95,34.50
35.157840,-0.67,30.73,-16.11,34.70
35.167257,-0.79,30.81,-15.95,34.70
35.177536,-0.84,30.82,-16.30,34.88
35.190275,-0.76,30.87,-16.56,35.04
35.198437,-0.48,31.07,-16.34,35.11
35.213349,-0.53,30.78,-16.26,34.82
35.217522,-0.46,31.01,-16.48,35.12
35.232039,-0.42,31.20,-16.29,35.20
35.244429,-0.11,31.02,-16.13,34.96
35.247631,0.15,30.93,-16.34,34.98
35.257844,0.11,30.91,-16.05,34.82
35.267638,0.33,30.85,-15.85,34.69
35.277711,0.05,30.68,-16.37,34.77
35.295199,0.17,30.93,-16.39,35.01
35.299263,0.29,30.65,-16.14,34.64
35.307089,0.29,30.64,-16.27,34.70
35.317362,0.05,30.50,-16.37,34.61
35.328202,-0.01,30.67,-16.12,34.65
35.345390,0.07,30.81,-16.20,34.81
35.348564,-0.29,30.71,-16.12,34.68
35.364874,-0.23,30.77,-15.85,34.61
35.367221,-0.35,30.73,-15.83,34.57
35.377770,-0.88,30.95,-15.67,34.70
35.389024,-0.87,30.82,-15.72,34.61
35.400239,-0.84,30.98,-15.71,34.74
35.408154,-0.77,30.81,-15.76,34.62
35.416951,-0.63,30.59,-15.93,34.49
35.428132,-0.66,30.95,-16.05,34.87
35.445262,-0.72,31.03,-15.92,34.88
35.448876,-0.66,31.19,-15.90,35.02
35.456983,-0.36,31.14,-16.23,35.12
35.467840,-0.15,31.00,-16.13,34.94
35.477237,0.09,30.87,-16.12,34.82
35.487296,-0.37,30.98,-16.07,34.91
35.497531,-0.64,31.01,-15.98,34.89
35.507898,-0.73,30.84,-16.07,34.79
35.517649,-0.77,30.58,-16.24,34.64
35.528174,-0.79,30.29,-16.35,34.43
35.542400,-0.85,30.23,-16.49,34.45
35.547229,-0.95,30.20,-16.53,34.44
35.558011,-1.29,30.37,-16.53,34.60
35.568196,-0.91,30.30,-16.59,34.56
35.577221,-0.67,30.39,-16.66,34.67
35.588897,-0.27,30.53,-16.68,34.79
35.598495,-0.29,30.55,-16.49,34.72
35.607331,-0.09,30.74,-16.30,34.79
35.617997,0.07,30.71,-15.89,34.58
35.628378,0.03,30.97,-15.72,34.73
35.637217,0.19,30.73,-15.77,34.54
35.648860,0.01,30.97,-15.76,34.75
35.660393,-0.05,31.01,-15.72,34.76
35.667560,-0.35,30.77,-15.74,34.56
35.681692,-0.23,30.88,-15.70,34.64
35.692993,-0.29,30.97,-15.97,34.84
35.696988,-0.50,31.05,-16.29,35.07
35.707451,-0.34,31.21,-16.34,35.24
35.717543,-0.32,31.51,-16.10,35.39
35.726861,-0.26,31.20,-16.23,35.17
35.738374,-0.03,31.09,-16.01,34.97
35.747602,0.11,31.09,-15.84,34.89
35.758643,0.13,31.03,-16.05,34.94
35.767987,0.21,30.83,-16.02,34.75
35.780817,0.56,30.69,-15.84,34.54
35.799623,0.56,30.59,-16.00,34.53
35.801858,0.42,30.28,-16.09,34.29
35.811363,0.62,30.27,-15.80,34.15
35.817098,0.40,30.21,-15.88,34.13
35.828728,0.44,30.25,-15.92,34.18
35.838491,0.58,30.32,-15.74,34.17
35.847467,0.58,30.27,-15.70,34.10
35.857281,0.46,30.47,-15.73,34.29
35.867152,0.36,30.29,-15.49,34.03
35.880325,0.54,30.13,-15.37,33.83
35.898367,0.42,30.27,-15.63,34.07
35.899934,0.44,30.42,-15.45,34.12
35.909623,0.64,30.64,-15.51,34.35
35.917766,0.64,30.72,-15.73,34.52
35.927742,0.65,31.02,-15.52,34.69
35.940014,0.59,30.85,-15.61,34.59
35.948750,0.77,31.04,-15.95,34.91
35.959183,0.79,31.46,-15.97,35.29
35.968920,0.73,31.41,-15.89,35.21
35.977638,0.85,31.20,-16.10,35.12
35.989385,0.61,30.90,-16.00,34.80
35.998562,0.47,30.74,-15.69,34.52
36.011746,0.32,30.51,-15.63,34.28
36.018420,0.50,30.56,-15.61,34.32
36.027547,0.20,30.48,-15.30,34.11
36.039890,0.20,30.53,-15.50,34.24
36.048975,0.30,30.53,-15.50,34.24
36.057623,0.25,30.72,-15.50,34.40
36.067745,0.35,30.71,-15.54,34.42
36.076848,0.55,30.75,-15.48,34.43
36.087978,0.69,30.91,-15.65,34.65
36.097701,0.33,31.02,-15.72,34.78
36.107856,0.17,31.06,-15.64,34.78
36.116683,0.05,30.95,-15.66,34.69
36.127140,-0.01,31.08,-15.66,34.80
36.143713,-0.27,31.10,-15.61,34.80
36.146950,-0.34,31.11,-15.47,34.74
36.162587,-0.32,31.17,-15.82,34.96
36.166680,-0.76,31.27,-15.92,35.10
36.177690,-0.64,31.12,-15.86,34.93
36.188951,-0.40,31.18,-16.15,35.12
36.197717,-0.50,31.04,-16.01,34.93
36.207668,-0.73,30.83,-16.01,34.74
36.218173,-0.61,30.77,-15.80,34.60
36.228558,-0.56,30.99,-15.94,34.85
36.238941,-0.70,31.07,-15.90,34.90
36.247966,-0.25,30.90,-15.85,34.73
36.256571,-0.25,31.02,-15.93,34.88
36.267268,-0.21,30.95,-15.78,34.74
36.277732,-0.17,30.87,-16.01,34.78
36.287911,0.03,30.87,-16.01,34.77
36.297026,0.19,30.89,-16.06,34.81
36.306719,0.13,30.76,-15.89,34.62
36.317586,-0.19,30.53,-15.77,34.37
36.327702,-0.35,30.43,-15.60,34.19
36.337990,-0.43,30.37,-15.21,33.96
36.346706,-0.43,30.36,-15.30,34.01
36.357234,-0.47,30.40,-15.17,33.98
36.367292,-0.45,30.42,-15.25,34.03
36.376505,-0.44,30.20,-15.48,33.93
36.387217,-0.60,30.13,-15.86,34.06
36.398355,-0.32,30.26,-15.86,34.17
36.406639,-0.15,30.54,-16.00,34.48
36.417794,-0.17,30.65,-16.12,34.63
36.428200,0.03,30.59,-16.18,34.61
36.438759,-0.09,30.67,-16.14,34.66
36.448376,-0.07,30.68,-16.26,34.72
36.457539,-0.35,30.86,-16.03,34.77
36.468138,-0.19,31.01,-15.78,34.79
36.478071,-0.25,30.99,-15.80,34.78
36.492406,-0.31,30.66,-15.83,34.51
36.498462,-0.27,30.65,-16.10,34.63
36.518060,-0.53,30.64,-16.12,34.63
36.519997,-0.41,30.78,-16.16,34.77
36.527135,-0.35,30.69,-16.10,34.66
36.539642,-0.09,30.63,-16.41,34.75
36.548583,0.01,30.59,-16.31,34.67
36.563499,0.17,30.53,-16.39,34.65
36.566966,-0.03,30.59,-16.33,34.68
36.578545,-0.05,30.58,-16.18,34.59
36.594880,0.01,30.50,-16.16,34.52
36.597406,0.02,30.41,-16.06,34.39
36.611604,-0.05,30.57,-15.83,34.42
36.618258,-0.19,30.51,-15.79,34.36
36.627202,-0.21,30.53,-16.08,34.50
36.639597,-0.43,30.77,-16.01,34.69
36.647462,-0.39,30.86,-16.01,34.77
36.657096,-0.29,30.85,-16.11,34.81
36.668541,-0.17,30.92,-16.16,34.89
36.678930,-0.01,30.77,-16.41,34.87
36.689510,-0.03,30.82,-16.63,35.02
36.697806,0.01,30.78,-16.70,35.02
36.707380,-0.11,30.72,-16.51,34.87
36.718094,-0.05,30.62,-16.60,34.83
36.727484,0.03,30.72,-16.82,35.03
36.746873,0.27,30.72,-16.76,35.00
36.748397,0.33,30.69,-16.58,34.88
36.766674,0.45,31.15,-16.51,35.25
36.768140,0.37,31.13,-16.36,35.17
36.778608,0.26,31.36,-16.19,35.29
36.790216,0.30,31.67,-16.10,35.52
36.797722,0.42,31.65,-16.11,35.52
36.807179,0.20,31.55,-15.90,35.33
36.817712,-0.14,31.39,-15.82,35.15
36.828604,-0.26,31.53,-16.02,35.37
36.839172,-0.52,31.21,-15.96,35.05
36.848095,-0.46,31.08,-15.96,34.94
36.857523,-0.25,31.04,-15.95,34.90
36.867705,-0.29,30.91,-16.09,34.85
36.879981,-0.25,30.82,-15.99,34.72
36.901473,-0.01,30.98,-15.99,34.86
36.903120,0.09,31.23,-16.17,35.17
36.907666,0.05,31.03,-16.14,34.98
36.916543,-0.01,31.18,-16.13,35.10
36.927690,0.10,31.29,-16.19,35.23
36.938070,-0.02,31.21,-16.30,35.21
36.947155,0.01,31.14,-16.38,35.18
36.957419,-0.03,31.13,-16.48,35.23
36.968056,-0.18,31.13,-16.57,35.27
36.977792,0.09,30.93,-16.65,35.12
36.998448,0.03,30.95,-16.72,35.18
37.002610,0.27,30.72,-16.66,34.95
37.016831,0.29,30.84,-16.60,35.02
37.018514,0.43,30.92,-16.64,35.12
37.029341,0.45,30.82,-16.47,34.94
37.039009,0.33,30.93,-16.35,34.99
37.047981,0.66,30.69,-16.41,34.81
37.058398,0.47,30.79,-15.94,34.68
37.067826,0.69,30.91,-15.60,34.63
37.077488,0.65,31.02,-15.71,34.77
37.089531,0.27,30.89,-15.89,34.74
37.097988,0.05,30.87,-15.87,34.71
37.107202,-0.01,31.11,-15.99,34.98
37.117867,0.21,30.99,-16.07,34.91
37.127761,0.31,31.22,-15.89,35.03
37.146530,0.19,31.14,-16.11,35.06
37.148126,-0.37,30.96,-16.36,35.02
37.166634,-0.27,31.05,-16.23,35.04
37.168673,-0.03,31.09,-15.99,34.96
37.177130,0.21,31.04,-15.85,34.85
37.189499,0.26,30.60,-15.71,34.40
37.197492,-0.03,30.75,-15.64,34.50
37.207218,-0.13,30.63,-15.60,34.37
37.217383,-0.05,30.59,-15.77,34.41
37.228094,0.21,30.77,-15.52,34.46
37.246167,0.11,30.86,-15.48,34.53
37.247728,0.11,30.83,-15.44,34.48
37.263652,0.19,30.81,-15.50,34.49
37.268095,0.27,30.91,-15.58,34.62
37.276753,0.60,30.77,-15.46,34.44
37.290005,0.41,31.01,-15.48,34.66
37.297840,0.45,30.89,-15.56,34.59
37.306999,0.45,31.03,-15.83,34.84
37.317901,0.51,30.90,-15.91,34.76
37.327819,0.55,30.97,-16.28,34.99
37.346341,0.21,31.06,-16.20,35.04
37.347802,0.29,31.28,-16.30,35.27
37.362284,0.40,31.42,-16.56,35.52
37.367811,0.49,31.13,-16.57,35.26
37.377156,0.49,31.38,-16.52,35.47
37.388910,0.57,31.19,-16.26,35.18
37.397773,0.43,30.88,-16.22,34.88
37.407022,0.61,30.92,-15.93,34.79
37.417915,0.91,31.01,-15.87,34.84
37.427683,0.50,30.67,-15.63,34.43
37.449001,0.25,30.77,-15.36,34.40
37.451447,0.05,30.71,-14.96,34.16
37.465136,-0.13,30.75,-14.94,34.19
37.467914,-0.11,30.85,-15.19,34.39
37.479172,-0.03,31.07,-15.24,34.61
37.489296,-0.35,31.00,-15.30,34.57
37.497783,-0.68,30.96,-15.61,34.68
37.507727,-0.27,31.07,-15.66,34.79
37.517923,-0.55,30.81,-15.86,34.65
37.529231,-0.25,31.05,-16.26,35.05
37.538571,-0.03,30.80,-16.10,34.75
37.548757,-0.01,30.86,-15.81,34.67
37.558227,-0.05,30.90,-15.78,34.69
37.568452,0.21,30.82,-15.85,34.65
37.577767,0.58,30.63,-15.80,34.47
37.589469,0.35,30.71,-15.89,34.57
37.597558,0.37,30.69,-15.77,34.51
37.608874,0.19,30.62,-15.69,34.41
37.618896,0.19,30.77,-15.60,34.50
37.627170,0.37,30.74,-15.85,34.59
37.639805,0.27,30.83,-15.98,34.73
37.648810,0.21,30.69,-15.87,34.55
37.659351,0.09,30.75,-15.67,34.51
37.668590,0.09,30.84,-15.62,34.57
37.678964,0.13,30.84,-15.62,34.57
37.698226,0.15,30.78,-15.87,34.63
37.700053,0.15,30.73,-15.91,34.60
37.717949,-0.09,30.70,-15.77,34.51
37.719805,-0.01,30.72,-15.62,34.46
37.727454,-0.01,30.90,-15.39,34.52
37.738986,-0.11,30.90,-15.49,34.57
37.750810,0.09,30.90,-15.48,34.56
37.758168,0.21,30.91,-15.64,34.64
37.767362,0.27,31.04,-15.47,34.68
37.777802,-0.07,31.01,-15.53,34.68
37.793971,0.13,31.02,-15.72,34.78
37.796633,0.07,30.86,-15.75,34.65
37.807083,0.11,30.80,-16.02,34.72
37.816390,-0.03,30.71,-15.93,34.59
37.826614,-0.13,30.65,-16.02,34.59
37.839863,0.01,30.88,-15.83,34.70
37.846564,-0.23,30.84,-15.74,34.63
37.856969,0.07,30.78,-15.77,34.59
37.866576,-0.13,30.55,-15.62,34.31
37.876726,-0.29,30.48,-15.73,34.30
37.892957,-0.45,30.59,-15.62,34.35
37.896900,-0.25,30.68,-15.52,34.39
37.907046,-0.29,30.87,-15.43,34.51
37.917022,-0.35,30.71,-15.46,34.38
37.926528,-0.35,30.52,-15.73,34.34
37.938684,-0.31,30.67,-15.60,34.41
37.946499,-0.15,30.90,-15.52,34.58
37.956528,0.05,30.95,-15.52,34.63
37.966812,-0.13,30.81,-15.60,34.53
37.976585,-0.17,30.79,-15.72,34.57
37.988296,-0.07,30.66,-15.71,34.45
37.996528,-0.05,30.60,-15.87,34.47
38.006481,0.05,30.70,-15.42,34.36
38.016674,0.05,30.61,-15.52,34.32
38.026460,0.03,30.68,-15.73,34.48
38.038030,-0.01,30.91,-15.85,34.74
38.046682,0.41,30.96,-15.91,34.81
38.058169,0.23,31.05,-16.09,34.97
38.068781,0.47,30.90,-16.24,34.91
38.077745,0.35,30.95,-16.16,34.92
38.088952,0.41,30.84,-16.35,34.91
38.097691,0.45,30.93,-16.35,34.99
38.106920,0.55,30.75,-16.31,34.81
38.118666,0.78,30.59,-16.05,34.55
38.128508,0.53,30.74,-15.83,34.58
38.136457,0.84,30.58,-15.53,34.31
38.147551,0.40,30.55,-15.34,34.19
38.156833,0.44,30.55,-15.48,34.25
38.167879,0.42,30.26,-15.45,33.98
38.176195,0.30,30.10,-15.20,33.72
38.190197,0.10,29.98,-15.10,33.57
38.196624,-0.06,30.02,-15.02,33.57
38.206373,-0.03,29.76,-15.10,33.37
38.216708,-0.30,29.93,-15.12,33.53
38.226502,-0.10,30.10,-15.26,33.75
38.243032,-0.10,30.11,-15.05,33.66
38.248781,-0.08,30.44,-14.94,33.91
38.257948,-0.10,30.41,-15.28,34.04
38.268506,-0.02,30.39,-15.30,34.03
38.284095,-0.20,30.20,-15.34,33.87
38.288016,-0.22,30.05,-15.41,33.77
38.297419,0.02,29.95,-15.64,33.79
38.307337,-0.16,29.75,-15.76,33.66
38.318088,-0.46,29.73,-15.78,33.66
38.329389,-0.46,29.64,-15.87,33.63
38.341220,-0.58,29.97,-15.76,33.87
38.347401,-0.69,30.19,-15.87,34.11
38.357361,-0.61,30.24,-15.83,34.14
38.368415,-0.55,30.31,-15.98,34.27
38.378088,-0.79,30.44,-16.03,34.41
38.388306,-0.55,30.57,-15.93,34.48
38.397664,-0.43,30.64,-15.99,34.56
38.407568,-0.25,30.67,-16.28,34.72
38.417244,-0.12,30.34,-16.29,34.43
38.426787,-0.33,30.34,-16.29,34.44
38.436636,-0.22,30.34,-16.25,34.42
38.447600,-0.05,30.45,-16.10,34.44
38.458856,0.18,30.39,-16.00,34.35
38.467644,-0.04,30.29,-15.84,34.18
38.478409,0.06,30.24,-15.71,34.07
38.488861,-0.02,30.48,-15.56,34.22
38.497158,-0.21,30.48,-15.56,34.22
38.508516,0.06,30.32,-15.44,34.02
38.517519,0.16,30.37,-15.44,34.07
38.527426,-0.03,30.52,-15.40,34.19
38.538374,-0.15,30.49,-15.36,34.14
38.547907,0.01,30.61,-15.63,34.37
38.557517,-0.05,30.61,-15.69,34.39
38.569009,-0.06,30.37,-15.63,34.16
38.577347,0.13,30.57,-15.69,34.36
38.586724,0.11,30.59,-15.61,34.34
38.597943,0.11,30.67,-15.89,34.54
38.608261,0.07,30.71,-15.95,34.60
38.618212,0.09,30.65,-15.98,34.57
38.627614,-0.01,30.49,-15.71,34.30
38.636616,0.12,30.38,-15.86,34.27
38.647381,0.17,30.56,-15.83,34.42
38.660147,0.14,30.51,-15.75,34.34
38.668716,0.02,30.40,-16.06,34.38
38.677680,-0.08,30.25,-15.92,34.19
38.687050,-0.04,30.03,-16.01,34.03
38.698381,-0.26,30.09,-15.90,34.04
38.707979,-0.20,30.20,-15.98,34.17
38.718168,-0.10,30.35,-15.79,34.21
38.727552,-0.27,30.42,-15.87,34.31
38.738464,-0.35,30.50,-15.89,34.39
38.748814,-0.15,30.64,-15.75,34.45
38.758088,0.03,30.91,-15.85,34.74
38.768673,-0.03,31.21,-15.68,34.93
38.777310,0.31,31.20,-15.76,34.96
38.792442,0.35,31.25,-15.78,35.01
38.798025,0.23,31.05,-15.95,34.91
38.808195,0.35,30.76,-16.02,34.68
38.819114,0.44,30.61,-16.00,34.54
38.832911,0.32,30.57,-16.06,34.54
38.838335,0.02,30.38,-16.04,34.35
38.848403,0.04,30.45,-16.21,34.49
38.858558,-0.06,30.32,-16.13,34.35
38.867843,-0.27,30.42,-16.14,34.43
38.877866,-0.19,30.69,-16.02,34.62
38.888596,-0.21,30.98,-15.95,34.85
38.898009,-0.18,31.15,-15.99,35.01
38.915030,-0.14,31.29,-15.92,35.11
38.918431,0.10,31.38,-15.96,35.21
38.933368,0.21,31.16,-15.95,35.01
38.942865,0.02,31.29,-15.99,35.14
38.946912,-0.02,31.20,-16.13,35.12
38.957112,-0.14,31.24,-16.11,35.15
38.967250,-0.34,31.20,-16.15,35.13
38.976961,-0.28,31.20,-16.19,35.15
38.989087,-0.21,31.05,-16.09,34.98
38.998230,-0.41,31.00,-16.13,34.95
39.008658,-0.41,30.94,-16.21,34.93
39.017815,-0.51,30.95,-16.07,34.88
39.030782,-0.32,31.28,-15.86,35.07
39.037806,-0.32,31.10,-15.94,34.94
39.047320,-0.17,31.09,-15.90,34.92
39.057011,-0.43,30.86,-15.84,34.69
39.067228,-0.21,30.90,-15.85,34.73
39.077650,-0.03,30.88,-15.60,34.60
39.088615,-0.09,30.79,-15.43,34.44
39.098129,0.17,30.86,-15.64,34.60
39.108404,0.10,30.51,-15.77,34.34
39.117911,-0.03,30.71,-15.71,34.50
39.131538,-0.07,30.65,-16.04,34.60
39.148994,-0.01,30.76,-16.10,34.72
39.150794,-0.33,30.82,-16.22,34.83
39.159274,-0.29,30.77,-16.45,34.90
39.168180,-0.17,30.72,-16.24,34.75
39.177709,-0.19,30.53,-16.06,34.49
39.189423,-0.10,30.39,-16.19,34.44
39.197787,-0.10,30.21,-16.05,34.22
39.207675,-0.06,30.13,-15.69,33.97
39.217302,-0.00,30.26,-15.74,34.11
39.229586,0.12,30.37,-15.73,34.20
39.250193,-0.03,30.59,-15.60,34.34
39.251947,-0.19,30.85,-16.05,34.78
39.257471,-0.19,30.76,-16.01,34.68
39.267779,-0.19,30.99,-15.84,34.80
39.282186,-0.03,30.84,-15.89,34.69
39.287294,-0.29,30.92,-15.72,34.69
39.297067,-0.17,30.68,-15.54,34.39
39.307842,-0.29,30.58,-15.46,34.27
39.317777,-0.36,30.28,-15.54,34.04
39.326732,-0.43,30.43,-15.40,34.11
39.349107,-0.53,30.65,-15.45,34.33
39.350138,-0.55,30.54,-15.52,34.26
39.363784,-0.39,30.96,-15.60,34.67
39.368529,-0.13,30.84,-15.95,34.72
39.377059,-0.25,30.95,-16.03,34.85
39.386804,-0.11,30.94,-16.16,34.91
39.397904,0.01,30.83,-16.08,34.78
39.407889,0.20,30.41,-16.00,34.36
39.418084,0.08,30.40,-15.88,34.30
39.427010,0.18,30.28,-15.55,34.04
39.442895,0.10,30.13,-15.49,33.88
39.448841,-0.02,30.03,-15.20,33.66
39.458036,-0.02,30.22,-15.01,33.74
39.471265,-0.22,30.28,-14.74,33.68
39.480763,-0.27,30.56,-14.51,33.83
39.488658,-0.23,30.87,-14.38,34.06
39.497553,0.13,30.97,-14.59,34.24
39.508766,0.11,31.12,-14.71,34.42
39.517366,0.05,30.99,-14.58,34.25
39.527221,0.33,31.19,-14.63,34.45
39.541796,0.45,31.08,-14.71,34.39
39.548869,0.75,31.02,-14.80,34.38
39.558308,0.75,31.08,-15.04,34.54
39.568048,0.57,30.94,-15.27,34.50
39.579534,0.39,30.77,-15.27,34.35
39.588022,0.15,30.74,-15.44,34.40
39.597896,0.09,31.03,-15.56,34.71
39.607883,0.05,31.05,-15.54,34.72
39.618208,0.27,30.87,-15.83,34.69
39.629059,-0.05,30.95,-15.85,34.77
39.639127,-0.25,30.66,-15.81,34.50
39.648350,-0.23,30.83,-15.74,34.61
39.658128,-0.17,31.06,-15.66,34.79
39.668066,0.21,31.10,-15.62,34.80
39.677918,0.39,30.96,-15.71,34.73
39.698553,0.15,30.88,-15.72,34.65
39.701057,-0.13,31.08,-15.62,34.79
39.707994,0.17,31.17,-15.66,34.88
39.717186,0.47,31.38,-15.66,35.08
39.727683,0.49,31.32,-15.45,34.92
39.738114,0.59,31.22,-15.64,34.92
39.747418,0.13,31.11,-15.80,34.89
39.757831,0.01,30.85,-16.01,34.76
39.768033,0.13,31.09,-15.99,34.96
39.777689,0.19,30.96,-15.83,34.78
39.789805,0.09,30.78,-15.93,34.66
39.798987,0.17,30.69,-16.06,34.63
39.808176,0.17,30.65,-16.06,34.60
39.818045,0.18,30.47,-15.92,34.38
39.830362,0.16,30.55,-15.73,34.36
39.850837,0.03,30.59,-15.61,34.34
39.852448,0.12,30.40,-15.96,34.33
39.857690,-0.06,30.41,-16.17,34.45
39.867703,0.10,30.43,-15.92,34.35
39.877442,0.07,30.71,-15.81,34.54
39.889731,0.11,30.70,-16.04,34.64
39.897814,-0.09,30.93,-15.91,34.78
39.908507,0.17,31.07,-16.03,34.96
39.917736,0.41,31.11,-15.74,34.87
39.927873,0.26,31.46,-15.55,35.10
39.949225,0.34,31.45,-15.20,34.93
39.952640,0.10,31.51,-15.24,35.00
39.957939,-0.07,31.22,-15.14,34.70
39.967396,0.05,31.11,-15.02,34.55
39.977808,-0.13,30.95,-14.92,34.36
39.988703,-0.11,30.97,-14.75,34.31
39.997914,-0.13,31.12,-14.83,34.47
40.007465,0.05,30.72,-14.69,34.05
40.017177,0.17,30.69,-14.90,34.12
40.027897,0.42,30.60,-14.86,34.02
40.046995,0.36,30.64,-14.82,34.04
40.049531,-0.05,30.79,-14.90,34.20
40.063275,0.19,30.95,-15.04,34.41
40.067179,0.25,30.85,-15.09,34.35
40.077205,0.09,30.61,-15.25,34.20
40.088381,-0.19,30.62,-15.29,34.22
40.096682,-0.53,30.84,-15.43,34.49
40.109301,-0.82,30.93,-15.39,34.56
40.118201,-0.67,30.84,-15.57,34.55
40.127208,-0.35,30.82,-15.41,34.46
40.148516,-0.31,30.69,-15.37,34.32
40.150297,-0.79,30.66,-15.14,34.21
40.166987,-0.89,30.72,-15.10,34.24
40.168499,-0.79,30.80,-15.47,34.48
40.177033,-0.57,30.76,-15.41,34.41
40.188125,-0.51,30.78,-15.53,34.48
40.197609,-0.55,30.96,-15.63,34.68
40.208254,-0.59,30.84,-15.95,34.73
40.218172,-0.63,30.90,-16.03,34.81
40.228167,-0.38,31.04,-16.15,34.99
40.237286,-0.22,31.31,-16.23,35.26
40.249424,-0.08,31.22,-16.15,35.15
40.257403,-0.01,31.03,-16.07,34.95
40.268487,-0.19,31.08,-15.97,34.94
40.277600,-0.11,30.91,-15.85,34.74
40.288406,-0.03,31.06,-15.70,34.80
40.297632,0.01,31.19,-15.66,34.90
40.309458,0.47,31.03,-15.77,34.82
40.318142,0.47,30.91,-15.62,34.63
40.327930,0.49,30.86,-15.40,34.49
40.339250,0.50,30.72,-15.36,34.35
40.348330,0.76,30.69,-15.42,34.36
40.358025,0.56,30.63,-15.15,34.17
40.368736,0.34,30.40,-14.85,33.84
40.377318,0.30,30.34,-14.95,33.83
40.396087,0.12,30.27,-14.91,33.75
40.397512,0.24,30.29,-14.95,33.78
40.414602,-0.00,30.45,-15.32,34.09
40.417306,-0.19,30.85,-15.50,34.53
40.427110,-0.15,30.76,-15.37,34.39
40.439678,-0.23,30.94,-15.72,34.70
40.446989,-0.12,31.25,-16.15,35.18
40.457657,-0.09,31.02,-15.97,34.89
40.467646,-0.06,31.43,-16.15,35.34
40.478339,0.00,31.43,-16.46,35.48
40.499010,0.02,31.42,-16.02,35.26
40.501341,0.08,31.44,-15.76,35.17
40.518015,0.00,31.53,-16.00,35.36
40.519915,0.24,31.62,-15.90,35.39
40.527375,0.22,31.51,-15.74,35.23
40.538183,0.44,31.71,-15.86,35.46
40.547876,0.32,31.48,-15.74,35.19
40.557793,0.04,31.46,-15.59,35.11
40.567178,0.04,31.43,-15.65,35.11
40.577290,0.23,31.28,-15.62,34.96
40.598362,0.06,31.32,-15.63,35.00
40.608189,0.07,31.10,-15.72,34.84
40.609139,0.07,31.06,-15.85,34.87
40.617128,-0.15,30.77,-15.79,34.59
40.627914,0.01,30.87,-15.99,34.77
